No,Date,Start_time,End_time,hall,Now_show
488,2021-12-10,11:00:00,12:45:00,2,Frozen
489,2021-12-10,14:00:00,16:12:05,2,Ironman
490,2021-12-10,17:00:00,19:12:05,2,Ironman
491,2021-12-10,20:00:00,22:12:05,2,Ironman
492,2021-12-10,22:00:00,23:45:30,2,Rio
493,2021-12-11,8:00:00,9:45:00,1,Frozen
494,2021-12-11,11:00:00,12:45:00,1,Frozen
495,2021-12-11,14:00:00,15:45:00,1,Frozen
496,2021-12-11,17:00:00,18:45:30,1,Rio
497,2021-12-11,20:00:00,21:45:00,1,Frozen
498,2021-12-11,22:00:00,"1 day, 0:10:20",1,Anabelle
499,2021-12-11,8:00:00,9:45:30,2,Rio
500,2021-12-11,11:00:00,12:45:30,2,Rio
501,2021-12-11,14:00:00,15:45:30,2,Rio
502,2021-12-11,17:00:00,18:45:00,2,Frozen
503,2021-12-11,20:00:00,21:45:30,2,Rio
504,2021-12-11,22:00:00,"1 day, 0:12:05",2,Ironman
505,2021-12-12,8:00:00,9:45:00,1,Frozen
506,2021-12-12,11:00:00,12:45:30,1,Rio
507,2021-12-12,14:00:00,16:12:05,1,Ironman
508,2021-12-12,17:00:00,18:45:30,1,Rio
509,2021-12-12,20:00:00,22:12:05,1,Ironman
510,2021-12-12,22:00:00,"1 day, 0:10:20",1,Anabelle
511,2021-12-12,8:00:00,10:10:20,2,Anabelle
512,2021-12-12,11:00:00,12:45:00,2,Frozen
513,2021-12-12,14:00:00,16:12:05,2,Ironman
514,2021-12-12,17:00:00,19:10:20,2,Anabelle
515,2021-12-12,20:00:00,22:12:05,2,Ironman
516,2021-12-12,22:00:00,23:45:30,2,Rio
517,2021-12-13,8:00:00,10:10:20,1,Anabelle
518,2021-12-13,11:00:00,12:45:00,1,Frozen
519,2021-12-13,14:00:00,15:45:30,1,Rio
520,2021-12-13,17:00:00,18:45:00,1,Frozen
521,2021-12-13,20:00:00,21:45:00,1,Frozen
522,2021-12-13,22:00:00,23:45:00,1,Frozen
523,2021-12-13,8:00:00,9:45:30,2,Rio
524,2021-12-13,11:00:00,12:45:30,2,Rio
525,2021-12-13,14:00:00,16:10:20,2,Anabelle
526,2021-12-13,17:00:00,19:10:20,2,Anabelle
527,2021-12-13,20:00:00,22:12:05,2,Ironman
528,2021-12-13,22:00:00,"1 day, 0:10:20",2,Anabelle
529,2021-12-14,8:00:00,10:12:05,1,Ironman
530,2021-12-14,11:00:00,13:10:20,1,Anabelle
531,2021-12-14,14:00:00,15:45:30,1,Rio
532,2021-12-14,17:00:00,19:12:05,1,Ironman
533,2021-12-14,20:00:00,22:12:05,1,Ironman
534,2021-12-14,22:00:00,"1 day, 0:12:05",1,Ironman
535,2021-12-14,8:00:00,9:45:30,2,Rio
536,2021-12-14,11:00:00,12:45:00,2,Frozen
537,2021-12-14,14:00:00,16:10:20,2,Anabelle
538,2021-12-14,17:00:00,19:12:05,2,Ironman
539,2021-12-14,20:00:00,21:45:30,2,Rio
540,2021-12-14,22:00:00,23:45:30,2,Rio
541,2021-12-15,8:00:00,10:10:20,1,Anabelle
542,2021-12-15,11:00:00,13:12:05,1,Ironman
543,2021-12-15,14:00:00,15:45:30,1,Rio
544,2021-12-15,17:00:00,19:10:20,1,Anabelle
545,2021-12-15,20:00:00,21:45:30,1,Rio
546,2021-12-15,22:00:00,"1 day, 0:10:20",1,Anabelle
547,2021-12-15,8:00:00,10:10:20,2,Anabelle
548,2021-12-15,11:00:00,12:45:00,2,Frozen
549,2021-12-15,14:00:00,15:45:00,2,Frozen
550,2021-12-15,17:00:00,18:45:00,2,Frozen
551,2021-12-15,20:00:00,21:45:00,2,Frozen
552,2021-12-15,22:00:00,23:45:00,2,Frozen
553,2021-12-16,8:00:00,9:45:30,1,Rio
554,2021-12-16,11:00:00,13:12:05,1,Ironman
555,2021-12-16,14:00:00,15:45:30,1,Rio
556,2021-12-16,17:00:00,19:12:05,1,Ironman
557,2021-12-16,20:00:00,22:10:20,1,Anabelle
558,2021-12-16,22:00:00,23:45:30,1,Rio
559,2021-12-16,8:00:00,9:45:30,2,Rio
560,2021-12-16,11:00:00,12:45:30,2,Rio
561,2021-12-16,14:00:00,15:45:30,2,Rio
562,2021-12-16,17:00:00,19:12:05,2,Ironman
563,2021-12-16,20:00:00,22:12:05,2,Ironman
564,2021-12-16,22:00:00,23:45:30,2,Rio
565,2021-12-17,8:00:00,10:12:05,1,Ironman
566,2021-12-17,11:00:00,13:12:05,1,Ironman
567,2021-12-17,14:00:00,16:12:05,1,Ironman
568,2021-12-17,17:00:00,18:45:30,1,Rio
569,2021-12-17,20:00:00,22:12:05,1,Ironman
570,2021-12-17,22:00:00,"1 day, 0:10:20",1,Anabelle
571,2021-12-17,8:00:00,10:10:20,2,Anabelle
572,2021-12-17,11:00:00,12:45:30,2,Rio
573,2021-12-17,14:00:00,15:45:30,2,Rio
574,2021-12-17,17:00:00,19:12:05,2,Ironman
575,2021-12-17,20:00:00,22:10:20,2,Anabelle
576,2021-12-17,22:00:00,"1 day, 0:12:05",2,Ironman
577,2021-12-18,8:00:00,10:10:20,1,Anabelle
578,2021-12-18,11:00:00,13:12:05,1,Ironman
579,2021-12-18,14:00:00,15:45:30,1,Rio
580,2021-12-18,17:00:00,19:12:05,1,Ironman
581,2021-12-18,20:00:00,21:45:30,1,Rio
582,2021-12-18,22:00:00,"1 day, 0:10:20",1,Anabelle
583,2021-12-18,8:00:00,10:10:20,2,Anabelle
584,2021-12-18,11:00:00,13:12:05,2,Ironman
585,2021-12-18,14:00:00,16:10:20,2,Anabelle
586,2021-12-18,17:00:00,19:10:20,2,Anabelle
587,2021-12-18,20:00:00,22:12:05,2,Ironman
588,2021-12-18,22:00:00,23:45:30,2,Rio
589,2021-12-19,8:00:00,10:10:20,1,Anabelle
590,2021-12-19,11:00:00,13:12:05,1,Ironman
591,2021-12-19,14:00:00,15:45:30,1,Rio
592,2021-12-19,17:00:00,19:10:20,1,Anabelle
593,2021-12-19,20:00:00,22:10:20,1,Anabelle
594,2021-12-19,22:00:00,23:45:30,1,Rio
595,2021-12-19,8:00:00,9:45:30,2,Rio
596,2021-12-19,11:00:00,13:12:05,2,Ironman
597,2021-12-19,14:00:00,16:10:20,2,Anabelle
598,2021-12-19,17:00:00,19:10:20,2,Anabelle
599,2021-12-19,20:00:00,22:12:05,2,Ironman
600,2021-12-19,22:00:00,"1 day, 0:12:05",2,Ironman
601,2021-12-20,8:00:00,10:12:05,1,Ironman
602,2021-12-20,11:00:00,13:10:20,1,Anabelle
603,2021-12-20,14:00:00,15:45:30,1,Rio
604,2021-12-20,17:00:00,19:10:20,1,Anabelle
605,2021-12-20,20:00:00,22:10:20,1,Anabelle
606,2021-12-20,22:00:00,"1 day, 0:10:20",1,Anabelle
607,2021-12-20,8:00:00,10:10:20,2,Anabelle
608,2021-12-20,11:00:00,12:45:30,2,Rio
609,2021-12-20,14:00:00,16:10:20,2,Anabelle
610,2021-12-20,17:00:00,18:45:30,2,Rio
611,2021-12-20,20:00:00,21:45:30,2,Rio
612,2021-12-20,22:00:00,"1 day, 0:12:05",2,Ironman
613,2021-12-21,8:00:00,10:12:05,1,Ironman
614,2021-12-21,11:00:00,13:12:05,1,Ironman
615,2021-12-21,14:00:00,15:45:30,1,Rio
616,2021-12-21,17:00:00,19:10:20,1,Anabelle
617,2021-12-21,20:00:00,22:10:20,1,Anabelle
618,2021-12-21,22:00:00,"1 day, 0:10:20",1,Anabelle
619,2021-12-21,8:00:00,10:12:05,2,Ironman
620,2021-12-21,11:00:00,12:45:30,2,Rio
621,2021-12-21,14:00:00,16:12:05,2,Ironman
622,2021-12-21,17:00:00,18:45:30,2,Rio
623,2021-12-21,20:00:00,22:10:20,2,Anabelle
624,2021-12-21,22:00:00,"1 day, 0:10:20",2,Anabelle
625,2021-12-22,8:00:00,9:45:30,1,Rio
626,2021-12-22,11:00:00,13:10:20,1,Anabelle
627,2021-12-22,14:00:00,16:10:20,1,Anabelle
628,2021-12-22,17:00:00,19:12:05,1,Ironman
629,2021-12-22,20:00:00,21:45:30,1,Rio
630,2021-12-22,22:00:00,"1 day, 0:10:20",1,Anabelle
631,2021-12-22,8:00:00,9:45:30,2,Rio
632,2021-12-22,11:00:00,12:45:30,2,Rio
633,2021-12-22,14:00:00,16:12:05,2,Ironman
634,2021-12-22,17:00:00,19:12:05,2,Ironman
635,2021-12-22,20:00:00,21:45:30,2,Rio
636,2021-12-22,22:00:00,"1 day, 0:10:20",2,Anabelle
637,2021-12-23,8:00:00,9:45:30,1,Rio
638,2021-12-23,11:00:00,12:45:30,1,Rio
639,2021-12-23,14:00:00,15:45:30,1,Rio
640,2021-12-23,17:00:00,18:45:30,1,Rio
641,2021-12-23,20:00:00,22:10:20,1,Anabelle
642,2021-12-23,22:00:00,"1 day, 0:12:05",1,Ironman
643,2021-12-23,8:00:00,9:45:30,2,Rio
644,2021-12-23,11:00:00,13:12:05,2,Ironman
645,2021-12-23,14:00:00,16:10:20,2,Anabelle
646,2021-12-23,17:00:00,19:12:05,2,Ironman
647,2021-12-23,20:00:00,22:12:05,2,Ironman
648,2021-12-23,22:00:00,23:45:30,2,Rio
649,2021-12-24,8:00:00,10:12:05,1,Ironman
650,2021-12-24,11:00:00,12:45:30,1,Rio
651,2021-12-24,14:00:00,15:45:30,1,Rio
652,2021-12-24,17:00:00,19:12:05,1,Ironman
653,2021-12-24,20:00:00,22:10:20,1,Anabelle
654,2021-12-24,22:00:00,"1 day, 0:12:05",1,Ironman
655,2021-12-24,8:00:00,10:10:20,2,Anabelle
656,2021-12-24,11:00:00,13:10:20,2,Anabelle
657,2021-12-24,14:00:00,15:45:30,2,Rio
658,2021-12-24,17:00:00,18:45:30,2,Rio
659,2021-12-24,20:00:00,22:12:05,2,Ironman
660,2021-12-24,22:00:00,23:45:30,2,Rio
661,2021-12-25,8:00:00,9:45:30,1,Rio
662,2021-12-25,11:00:00,12:45:30,1,Rio
663,2021-12-25,14:00:00,16:10:20,1,Anabelle
664,2021-12-25,17:00:00,18:45:30,1,Rio
665,2021-12-25,20:00:00,22:12:05,1,Ironman
666,2021-12-25,22:00:00,23:45:30,1,Rio
667,2021-12-25,8:00:00,10:12:05,2,Ironman
668,2021-12-25,11:00:00,13:12:05,2,Ironman
669,2021-12-25,14:00:00,16:10:20,2,Anabelle
670,2021-12-25,17:00:00,19:10:20,2,Anabelle
671,2021-12-25,20:00:00,22:10:20,2,Anabelle
672,2021-12-25,22:00:00,"1 day, 0:12:05",2,Ironman
673,2021-12-26,8:00:00,10:12:05,1,Ironman
674,2021-12-26,11:00:00,13:10:20,1,Anabelle
675,2021-12-26,14:00:00,15:45:30,1,Rio
676,2021-12-26,17:00:00,18:45:30,1,Rio
677,2021-12-26,20:00:00,21:45:30,1,Rio
678,2021-12-26,22:00:00,23:45:30,1,Rio
679,2021-12-26,8:00:00,10:10:20,2,Anabelle
680,2021-12-26,11:00:00,13:12:05,2,Ironman
681,2021-12-26,14:00:00,16:12:05,2,Ironman
682,2021-12-26,17:00:00,19:10:20,2,Anabelle
683,2021-12-26,20:00:00,21:45:30,2,Rio
684,2021-12-26,22:00:00,"1 day, 0:12:05",2,Ironman
685,2021-12-27,8:00:00,10:12:05,1,Ironman
686,2021-12-27,11:00:00,12:45:30,1,Rio
687,2021-12-27,14:00:00,16:12:05,1,Ironman
688,2021-12-27,17:00:00,18:45:30,1,Rio
689,2021-12-27,20:00:00,21:45:30,1,Rio
690,2021-12-27,22:00:00,"1 day, 0:12:05",1,Ironman
691,2021-12-27,8:00:00,9:45:30,2,Rio
692,2021-12-27,11:00:00,12:45:30,2,Rio
693,2021-12-27,14:00:00,15:45:30,2,Rio
694,2021-12-27,17:00:00,18:45:30,2,Rio
695,2021-12-27,20:00:00,21:45:30,2,Rio
696,2021-12-27,22:00:00,"1 day, 0:12:05",2,Ironman
697,2021-12-28,8:00:00,10:10:20,1,Anabelle
698,2021-12-28,11:00:00,12:45:30,1,Rio
699,2021-12-28,14:00:00,16:10:20,1,Anabelle
700,2021-12-28,17:00:00,19:10:20,1,Anabelle
701,2021-12-28,20:00:00,22:10:20,1,Anabelle
702,2021-12-28,22:00:00,"1 day, 0:10:20",1,Anabelle
703,2021-12-28,8:00:00,10:10:20,2,Anabelle
704,2021-12-28,11:00:00,13:10:20,2,Anabelle
705,2021-12-28,14:00:00,16:10:20,2,Anabelle
706,2021-12-28,17:00:00,18:45:30,2,Rio
707,2021-12-28,20:00:00,21:45:30,2,Rio
708,2021-12-28,22:00:00,"1 day, 0:10:20",2,Anabelle
709,2021-12-29,8:00:00,9:45:30,1,Rio
710,2021-12-29,11:00:00,12:45:30,1,Rio
711,2021-12-29,14:00:00,15:45:30,1,Rio
712,2021-12-29,17:00:00,18:45:30,1,Rio
713,2021-12-29,20:00:00,21:45:30,1,Rio
714,2021-12-29,22:00:00,23:45:30,1,Rio
715,2021-12-29,8:00:00,9:45:30,2,Rio
716,2021-12-29,11:00:00,12:45:30,2,Rio
717,2021-12-29,14:00:00,15:45:30,2,Rio
718,2021-12-29,17:00:00,18:45:30,2,Rio
719,2021-12-29,20:00:00,21:45:30,2,Rio
720,2021-12-29,22:00:00,23:45:30,2,Rio
721,2021-12-30,8:00:00,9:45:30,1,Rio
722,2021-12-30,11:00:00,12:45:30,1,Rio
723,2021-12-30,14:00:00,15:45:30,1,Rio
724,2021-12-30,17:00:00,18:45:30,1,Rio
725,2021-12-30,20:00:00,21:45:30,1,Rio
726,2021-12-30,22:00:00,23:45:30,1,Rio
727,2021-12-30,8:00:00,9:45:30,2,Rio
728,2021-12-30,11:00:00,12:45:30,2,Rio
729,2021-12-30,14:00:00,15:45:30,2,Rio
730,2021-12-30,17:00:00,18:45:30,2,Rio
731,2021-12-30,20:00:00,21:45:30,2,Rio
732,2021-12-30,22:00:00,23:45:30,2,Rio
